Timestamp,Milliseconds,Millibars
2019-05-13 08:45:24,7302,1036.084
2019-05-13 08:45:25,7403,1036.0759
2019-05-13 08:45:25,7503,1036.0718
2019-05-13 08:45:25,7602,1036.0737
2019-05-13 08:45:25,7703,1036.0598
2019-05-13 08:45:25,7802,1036.0593
2019-05-13 08:45:25,7902,1036.0681
2019-05-13 08:45:25,8003,1036.0635
2019-05-13 08:45:25,8102,1036.0652
2019-05-13 08:45:25,8202,1036.0632
2019-05-13 08:45:25,8303,1036.0598
2019-05-13 08:45:26,8402,1036.0586
2019-05-13 08:45:26,8502,1036.0483
2019-05-13 08:45:26,8603,1036.04
2019-05-13 08:45:26,8702,1036.042
2019-05-13 08:45:26,8802,1036.0408
2019-05-13 08:45:26,8903,1036.0403
2019-05-13 08:45:26,9002,1036.0415
2019-05-13 08:45:26,9102,1036.043
2019-05-13 08:45:26,9203,1036.0464
2019-05-13 08:45:26,9302,1036.0454
2019-05-13 08:45:27,9403,1036.0513
2019-05-13 08:45:27,9502,1036.0525
2019-05-13 08:45:27,9602,1036.0525
2019-05-13 08:45:27,9702,1036.054
2019-05-13 08:45:27,9802,1036.0615
2019-05-13 08:45:27,9902,1036.064
2019-05-13 08:45:27,10002,1036.0618
2019-05-13 08:45:27,10102,1036.0737
2019-05-13 08:45:27,10203,1036.0754
2019-05-13 08:45:27,10302,1036.0642
2019-05-13 08:45:28,10402,1036.0715
2019-05-13 08:45:28,10502,1036.0715
2019-05-13 08:45:28,10603,1036.0647
2019-05-13 08:45:28,10702,1036.0681
2019-05-13 08:45:28,10802,1036.0684
2019-05-13 08:45:28,10903,1036.0754
2019-05-13 08:45:28,11002,1036.0684
2019-05-13 08:45:28,11102,1036.0671
2019-05-13 08:45:28,11202,1036.0593
2019-05-13 08:45:28,11303,1036.0581
2019-05-13 08:45:29,11402,1036.0542
2019-05-13 08:45:29,11502,1036.0569
2019-05-13 08:45:29,11602,1036.0688
2019-05-13 08:45:29,11702,1036.0623
2019-05-13 08:45:29,11802,1036.0525
2019-05-13 08:45:29,11902,1036.0574
2019-05-13 08:45:29,12003,1036.0596
2019-05-13 08:45:29,12102,1036.0613
2019-05-13 08:45:29,12202,1036.0571
2019-05-13 08:45:29,12302,1036.0532
2019-05-13 08:45:30,12403,1036.0574
2019-05-13 08:45:30,12502,1036.0708
2019-05-13 08:45:30,12602,1036.0676
2019-05-13 08:45:30,12702,1036.0762
2019-05-13 08:45:30,12802,1036.0706
2019-05-13 08:45:30,12902,1036.0659
2019-05-13 08:45:30,13002,1036.0696
2019-05-13 08:45:30,13102,1036.0586
2019-05-13 08:45:30,13202,1036.0618
2019-05-13 08:45:30,13302,1036.0586
2019-05-13 08:45:31,13402,1036.0608
2019-05-13 08:45:31,13502,1036.0642
2019-05-13 08:45:31,13603,1036.0645
2019-05-13 08:45:31,13702,1036.0598
2019-05-13 08:45:31,13802,1036.0618
2019-05-13 08:45:31,13902,1036.0635
2019-05-13 08:45:31,14002,1036.06
2019-05-13 08:45:31,14102,1036.0593
2019-05-13 08:45:31,14202,1036.0549
2019-05-13 08:45:31,14302,1036.061
2019-05-13 08:45:32,14403,1036.0679
2019-05-13 08:45:32,14502,1036.0703
2019-05-13 08:45:32,14602,1036.0674
2019-05-13 08:45:32,14703,1036.0713
2019-05-13 08:45:32,14802,1036.0654
2019-05-13 08:45:32,14902,1036.0684
2019-05-13 08:45:32,15003,1036.0769
2019-05-13 08:45:32,15102,1036.0776
2019-05-13 08:45:32,15202,1036.082
2019-05-13 08:45:32,15302,1036.0857
2019-05-13 08:45:33,15403,1036.0913
2019-05-13 08:45:33,15502,1036.0981
2019-05-13 08:45:33,15602,1036.0986
2019-05-13 08:45:33,15703,1036.0935
2019-05-13 08:45:33,15802,1036.0896
2019-05-13 08:45:33,15903,1036.0857
2019-05-13 08:45:33,16002,1036.0854
2019-05-13 08:45:33,16103,1036.0781
2019-05-13 08:45:33,16202,1036.0869
2019-05-13 08:45:33,16302,1036.0798
2019-05-13 08:45:34,16403,1036.0764
2019-05-13 08:45:34,16502,1036.0713
2019-05-13 08:45:34,16602,1036.0684
2019-05-13 08:45:34,16703,1036.0686
2019-05-13 08:45:34,16802,1036.0669
2019-05-13 08:45:34,16902,1036.0662
2019-05-13 08:45:34,17003,1036.0662
2019-05-13 08:45:34,17102,1036.0698
2019-05-13 08:45:34,17202,1036.0779
2019-05-13 08:45:34,17302,1036.0747
2019-05-13 08:45:35,17403,1036.0808
2019-05-13 08:45:35,17502,1036.0757
2019-05-13 08:45:35,17602,1036.074
2019-05-13 08:45:35,17702,1036.0696
2019-05-13 08:45:35,17803,1036.0759
2019-05-13 08:45:35,17902,1036.0596
2019-05-13 08:45:35,18002,1036.0549
2019-05-13 08:45:35,18102,1036.051
2019-05-13 08:45:35,18203,1036.0361
2019-05-13 08:45:35,18302,1036.0339
2019-05-13 08:45:36,18402,1036.0198
2019-05-13 08:45:36,18502,1036.011
2019-05-13 08:45:36,18602,1036.0139
2019-05-13 08:45:36,18702,1036.012
2019-05-13 08:45:36,18803,1036.0188
2019-05-13 08:45:36,18902,1036.02
2019-05-13 08:45:36,19002,1036.0276
2019-05-13 08:45:36,19103,1036.0232
2019-05-13 08:45:36,19202,1036.029
2019-05-13 08:45:36,19302,1036.029
2019-05-13 08:45:37,19403,1036.0383
2019-05-13 08:45:37,19504,1036.052
2019-05-13 08:45:37,19602,1036.0659
2019-05-13 08:45:37,19702,1036.0852
2019-05-13 08:45:37,19802,1036.0881
2019-05-13 08:45:37,19902,1036.0925
2019-05-13 08:45:37,20002,1036.0938
2019-05-13 08:45:37,20102,1036.0908
2019-05-13 08:45:37,20203,1036.0762
2019-05-13 08:45:37,20302,1036.0645
2019-05-13 08:45:38,20402,1036.0608
2019-05-13 08:45:38,20502,1036.071
2019-05-13 08:45:38,20603,1036.0728
2019-05-13 08:45:38,20702,1036.0662
2019-05-13 08:45:38,20803,1036.0544
2019-05-13 08:45:38,20902,1036.0508
2019-05-13 08:45:38,21002,1036.0461
2019-05-13 08:45:38,21102,1036.0532
2019-05-13 08:45:38,21202,1036.0457
2019-05-13 08:45:38,21303,1036.0449
2019-05-13 08:45:39,21402,1036.0522
2019-05-13 08:45:39,21502,1036.061
2019-05-13 08:45:39,21603,1036.0671
2019-05-13 08:45:39,21702,1036.071
2019-05-13 08:45:39,21802,1036.0703
2019-05-13 08:45:39,21903,1036.0723
2019-05-13 08:45:39,22002,1036.0759
2019-05-13 08:45:39,22102,1036.0798
2019-05-13 08:45:39,22203,1036.0842
2019-05-13 08:45:39,22302,1036.081
2019-05-13 08:45:40,22403,1036.0796
2019-05-13 08:45:40,22502,1036.0881
2019-05-13 08:45:40,22603,1036.0967
2019-05-13 08:45:40,22702,1036.0874
2019-05-13 08:45:40,22803,1036.0891
2019-05-13 08:45:40,22902,1036.0945
2019-05-13 08:45:40,23002,1036.0908
2019-05-13 08:45:40,23103,1036.0906
2019-05-13 08:45:40,23202,1036.0864
2019-05-13 08:45:40,23303,1036.092
2019-05-13 08:45:41,23402,1036.0862
2019-05-13 08:45:41,23502,1036.0891
2019-05-13 08:45:41,23603,1036.0874
2019-05-13 08:45:41,23702,1036.0874
2019-05-13 08:45:41,23802,1036.0796
2019-05-13 08:45:41,23902,1036.075
2019-05-13 08:45:41,24003,1036.0908
2019-05-13 08:45:41,24102,1036.0886
2019-05-13 08:45:41,24202,1036.0869
2019-05-13 08:45:41,24303,1036.0862
2019-05-13 08:45:42,24402,1036.0933
2019-05-13 08:45:42,24502,1036.0918
2019-05-13 08:45:42,24602,1036.0833
2019-05-13 08:45:42,24703,1036.0806
2019-05-13 08:45:42,24802,1036.0803
2019-05-13 08:45:42,24902,1036.0789
2019-05-13 08:45:42,25003,1036.0786
2019-05-13 08:45:42,25102,1036.0891
2019-05-13 08:45:42,25202,1036.0908
2019-05-13 08:45:42,25303,1036.0852
2019-05-13 08:45:43,25402,1036.072
2019-05-13 08:45:43,25502,1036.0706
2019-05-13 08:45:43,25602,1036.0769
2019-05-13 08:45:43,25702,1036.0798
2019-05-13 08:45:43,25802,1036.083
2019-05-13 08:45:43,25902,1036.081
2019-05-13 08:45:43,26003,1036.0835
2019-05-13 08:45:43,26102,1036.0786
2019-05-13 08:45:43,26202,1036.084
2019-05-13 08:45:43,26303,1036.0874
2019-05-13 08:45:44,26403,1036.0791
2019-05-13 08:45:44,26502,1036.0784
2019-05-13 08:45:44,26602,1036.0767
2019-05-13 08:45:44,26703,1036.0796
2019-05-13 08:45:44,26802,1036.0854
2019-05-13 08:45:44,26902,1036.0886
2019-05-13 08:45:44,27002,1036.0825
2019-05-13 08:45:44,27102,1036.0815
2019-05-13 08:45:44,27202,1036.0383
2019-05-13 08:45:44,27302,1036.085
2019-05-13 08:45:45,27403,1036.0879
2019-05-13 08:45:45,27502,1036.0911
2019-05-13 08:45:45,27602,1036.0925
2019-05-13 08:45:45,27703,1036.095
2019-05-13 08:45:45,27802,1036.094
2019-05-13 08:45:45,27902,1036.0991
2019-05-13 08:45:45,28003,1036.0952
2019-05-13 08:45:45,28102,1036.0972
2019-05-13 08:45:45,28202,1036.0935
2019-05-13 08:45:45,28302,1036.1055
2019-05-13 08:45:46,28402,1036.1052
2019-05-13 08:45:46,28502,1036.1079
2019-05-13 08:45:46,28603,1036.1077
2019-05-13 08:45:46,28703,1036.1055
2019-05-13 08:45:46,28802,1036.102
2019-05-13 08:45:46,28903,1036.0957
2019-05-13 08:45:46,29002,1036.0913
2019-05-13 08:45:46,29102,1036.092
2019-05-13 08:45:46,29203,1036.1025
2019-05-13 08:45:46,29302,1036.105
2019-05-13 08:45:47,29402,1036.1003
2019-05-13 08:45:47,29502,1036.095
2019-05-13 08:45:47,29603,1036.095
2019-05-13 08:45:47,29702,1036.1001
2019-05-13 08:45:47,29802,1036.1072
2019-05-13 08:45:47,29902,1036.1147
2019-05-13 08:45:47,30002,1036.1152
2019-05-13 08:45:47,30103,1036.1099
2019-05-13 08:45:47,30202,1036.1074
2019-05-13 08:45:47,30302,1036.1162
2019-05-13 08:45:48,30403,1036.1094
2019-05-13 08:45:48,30502,1036.1069
2019-05-13 08:45:48,30602,1036.1013
2019-05-13 08:45:48,30702,1036.1089
2019-05-13 08:45:48,30803,1036.113
2019-05-13 08:45:48,30902,1036.1116
2019-05-13 08:45:48,31002,1036.113
2019-05-13 08:45:48,31103,1036.106
2019-05-13 08:45:48,31202,1036.095
2019-05-13 08:45:48,31302,1036.0945
2019-05-13 08:45:49,31403,1036.1086
2019-05-13 08:45:49,31502,1036.1138
2019-05-13 08:45:49,31602,1036.1125
2019-05-13 08:45:49,31702,1036.1045
2019-05-13 08:45:49,31803,1036.1067
2019-05-13 08:45:49,31902,1036.1152
2019-05-13 08:45:49,32002,1036.1104
2019-05-13 08:45:49,32102,1036.1155
2019-05-13 08:45:49,32203,1036.1157
2019-05-13 08:45:49,32302,1036.1082
2019-05-13 08:45:50,32402,1036.1062
2019-05-13 08:45:50,32502,1036.1135
2019-05-13 08:45:50,32603,1036.1179
2019-05-13 08:45:50,32703,1036.1172
2019-05-13 08:45:50,32802,1036.1125
2019-05-13 08:45:50,32902,1036.1111
2019-05-13 08:45:50,33002,1036.115
2019-05-13 08:45:50,33102,1036.1174
2019-05-13 08:45:50,33202,1036.116
2019-05-13 08:45:50,33303,1036.1106
2019-05-13 08:45:51,33402,1036.1064
2019-05-13 08:45:51,33502,1036.1089
2019-05-13 08:45:51,33602,1036.1116
2019-05-13 08:45:51,33702,1036.1201
2019-05-13 08:45:51,33802,1036.1157
2019-05-13 08:45:51,33902,1036.1113
2019-05-13 08:45:51,34003,1036.1082
2019-05-13 08:45:51,34102,1036.1091
2019-05-13 08:45:51,34202,1036.1165
2019-05-13 08:45:51,34303,1036.1243
2019-05-13 08:45:52,34402,1036.1189
2019-05-13 08:45:52,34502,1036.1128
2019-05-13 08:45:52,34603,1036.1106
2019-05-13 08:45:52,34702,1036.1096
2019-05-13 08:45:52,34802,1036.1072
2019-05-13 08:45:52,34903,1036.1104
2019-05-13 08:45:52,35002,1036.1011
2019-05-13 08:45:52,35102,1036.0994
2019-05-13 08:45:52,35203,1036.0996
2019-05-13 08:45:52,35303,1036.1047
2019-05-13 08:45:53,35402,1036.1047
2019-05-13 08:45:53,35502,1036.1008
2019-05-13 08:45:53,35602,1036.0981
2019-05-13 08:45:53,35703,1036.0967
2019-05-13 08:45:53,35802,1036.1108
2019-05-13 08:45:53,35902,1036.1077
2019-05-13 08:45:53,36003,1036.1089
2019-05-13 08:45:53,36102,1036.115
2019-05-13 08:45:53,36202,1036.1179
2019-05-13 08:45:53,36302,1036.1177
2019-05-13 08:45:54,36402,1036.1216
2019-05-13 08:45:54,36502,1036.1262
2019-05-13 08:45:54,36603,1036.1274
2019-05-13 08:45:54,36702,1036.124
2019-05-13 08:45:54,36803,1036.127
2019-05-13 08:45:54,36902,1036.1311
2019-05-13 08:45:54,37002,1036.1294
2019-05-13 08:45:54,37103,1036.1245
2019-05-13 08:45:54,37202,1036.1243
2019-05-13 08:45:54,37302,1036.1306
2019-05-13 08:45:55,37402,1036.1287
2019-05-13 08:45:55,37503,1036.1284
2019-05-13 08:45:55,37602,1036.1262
2019-05-13 08:45:55,37702,1036.1248
2019-05-13 08:45:55,37803,1036.1248
2019-05-13 08:45:55,37902,1036.1221
2019-05-13 08:45:55,38002,1036.1245
2019-05-13 08:45:55,38102,1036.1213
2019-05-13 08:45:55,38203,1036.1216
2019-05-13 08:45:55,38302,1036.1189
2019-05-13 08:45:56,38402,1036.1221
2019-05-13 08:45:56,38502,1036.1191
2019-05-13 08:45:56,38602,1036.1133
2019-05-13 08:45:56,38702,1036.114
2019-05-13 08:45:56,38803,1036.1111
2019-05-13 08:45:56,38902,1036.1201
2019-05-13 08:45:56,39002,1036.1152
2019-05-13 08:45:56,39102,1036.1255
2019-05-13 08:45:56,39203,1036.1287
2019-05-13 08:45:56,39302,1036.1287
2019-05-13 08:45:57,39403,1036.1279
2019-05-13 08:45:57,39502,1036.1287
2019-05-13 08:45:57,39603,1036.135
2019-05-13 08:45:57,39702,1036.1387
2019-05-13 08:45:57,39802,1036.1497
2019-05-13 08:45:57,39903,1036.1555
2019-05-13 08:45:57,40002,1036.1694
2019-05-13 08:45:57,40102,1036.1738
2019-05-13 08:45:57,40203,1036.1711
2019-05-13 08:45:57,40302,1036.177
2019-05-13 08:45:58,40402,1036.165
2019-05-13 08:45:58,40503,1036.158
2019-05-13 08:45:58,40602,1036.1553
2019-05-13 08:45:58,40702,1036.1589
2019-05-13 08:45:58,40802,1036.1567
2019-05-13 08:45:58,40903,1036.1526
2019-05-13 08:45:58,41002,1036.1406
2019-05-13 08:45:58,41102,1036.1362
2019-05-13 08:45:58,41202,1036.1306
2019-05-13 08:45:58,41302,1036.1294
2019-05-13 08:45:59,41402,1036.1226
2019-05-13 08:45:59,41502,1036.1226
2019-05-13 08:45:59,41603,1036.1257
2019-05-13 08:45:59,41702,1036.1206
2019-05-13 08:45:59,41802,1036.1326
2019-05-13 08:45:59,41902,1036.134
2019-05-13 08:45:59,42003,1036.1357
2019-05-13 08:45:59,42102,1036.1323
2019-05-13 08:45:59,42202,1036.1311
2019-05-13 08:45:59,42303,1036.1345
2019-05-13 08:46:00,42402,1036.1414
2019-05-13 08:46:00,42502,1036.1348
2019-05-13 08:46:00,42602,1036.1309
2019-05-13 08:46:00,42702,1036.136
2019-05-13 08:46:00,42802,1036.127
2019-05-13 08:46:00,42902,1036.1255
2019-05-13 08:46:00,43002,1036.1289
2019-05-13 08:46:00,43103,1036.1309
2019-05-13 08:46:00,43202,1036.1306
2019-05-13 08:46:00,43302,1036.1233
2019-05-13 08:46:01,43402,1036.1313
2019-05-13 08:46:01,43502,1036.1353
2019-05-13 08:46:01,43602,1036.1377
2019-05-13 08:46:01,43703,1036.1294
2019-05-13 08:46:01,43803,1036.1267
2019-05-13 08:46:01,43902,1036.1245
2019-05-13 08:46:01,44002,1036.1318
2019-05-13 08:46:01,44103,1036.1345
2019-05-13 08:46:01,44202,1036.1426
2019-05-13 08:46:01,44302,1036.1357
2019-05-13 08:46:02,44402,1036.1345
2019-05-13 08:46:02,44502,1036.1406
2019-05-13 08:46:02,44603,1036.136
2019-05-13 08:46:02,44702,1036.1375
2019-05-13 08:46:02,44802,1036.1392
2019-05-13 08:46:02,44902,1036.138
2019-05-13 08:46:02,45002,1036.1328
2019-05-13 08:46:02,45102,1036.1353
2019-05-13 08:46:02,45202,1036.1421
2019-05-13 08:46:02,45302,1036.1418
2019-05-13 08:46:03,45403,1036.1438
2019-05-13 08:46:03,45502,1036.1357
2019-05-13 08:46:03,45602,1036.1343
2019-05-13 08:46:03,45702,1036.1396
2019-05-13 08:46:03,45802,1036.1401
2019-05-13 08:46:03,45902,1036.1404
2019-05-13 08:46:03,46002,1036.1392
2019-05-13 08:46:03,46103,1036.1404
2019-05-13 08:46:03,46202,1036.1418
2019-05-13 08:46:03,46302,1036.1506
2019-05-13 08:46:04,46402,1036.1538
2019-05-13 08:46:04,46503,1036.1504
2019-05-13 08:46:04,46602,1036.1523
2019-05-13 08:46:04,46702,1036.1431
2019-05-13 08:46:04,46802,1036.1453
2019-05-13 08:46:04,46903,1036.1555
2019-05-13 08:46:04,47002,1036.154
2019-05-13 08:46:04,47102,1036.1562
2019-05-13 08:46:04,47202,1036.1655
2019-05-13 08:46:04,47303,1036.1594
2019-05-13 08:46:05,47402,1036.1633
2019-05-13 08:46:05,47502,1036.1704
2019-05-13 08:46:05,47602,1036.1665
2019-05-13 08:46:05,47702,1036.1611
2019-05-13 08:46:05,47803,1036.1655
2019-05-13 08:46:05,47902,1036.1716
2019-05-13 08:46:05,48002,1036.1816
2019-05-13 08:46:05,48102,1036.1833
2019-05-13 08:46:05,48202,1036.1807
2019-05-13 08:46:05,48303,1036.1816
2019-05-13 08:46:06,48402,1036.1775
2019-05-13 08:46:06,48502,1036.1733
2019-05-13 08:46:06,48602,1036.1733
2019-05-13 08:46:06,48702,1036.1687
2019-05-13 08:46:06,48803,1036.1672
2019-05-13 08:46:06,48902,1036.1697
2019-05-13 08:46:06,49002,1036.166
2019-05-13 08:46:06,49102,1036.1614
2019-05-13 08:46:06,49203,1036.1604
2019-05-13 08:46:06,49302,1036.1531
2019-05-13 08:46:07,49402,1036.1462
2019-05-13 08:46:07,49502,1036.1492
2019-05-13 08:46:07,49602,1036.1438
2019-05-13 08:46:07,49702,1036.1504
2019-05-13 08:46:07,49803,1036.1558
2019-05-13 08:46:07,49902,1036.155
2019-05-13 08:46:07,50002,1036.1533
2019-05-13 08:46:07,50102,1036.1587
2019-05-13 08:46:07,50202,1036.1575
2019-05-13 08:46:07,50303,1036.1589
2019-05-13 08:46:08,50402,1036.1594
2019-05-13 08:46:08,50502,1036.157
2019-05-13 08:46:08,50602,1036.1628
2019-05-13 08:46:08,50703,1036.1602
2019-05-13 08:46:08,50802,1036.1687
2019-05-13 08:46:08,50902,1036.1643
2019-05-13 08:46:08,51002,1036.1592
2019-05-13 08:46:08,51102,1036.1587
2019-05-13 08:46:08,51203,1036.1682
2019-05-13 08:46:08,51302,1036.167
2019-05-13 08:46:09,51402,1036.1663
2019-05-13 08:46:09,51502,1036.1714
2019-05-13 08:46:09,51602,1036.1736
2019-05-13 08:46:09,51703,1036.1768
2019-05-13 08:46:09,51802,1036.1758
2019-05-13 08:46:09,51902,1036.1741
2019-05-13 08:46:09,52003,1036.1833
2019-05-13 08:46:09,52102,1036.1716
2019-05-13 08:46:09,52202,1036.178
2019-05-13 08:46:09,52302,1036.1721
2019-05-13 08:46:10,52403,1036.1721
2019-05-13 08:46:10,52502,1036.1675
2019-05-13 08:46:10,52602,1036.1802
2019-05-13 08:46:10,52703,1036.1655
2019-05-13 08:46:10,52803,1036.1675
2019-05-13 08:46:10,52902,1036.1658
2019-05-13 08:46:10,53002,1036.1687
2019-05-13 08:46:10,53102,1036.177
2019-05-13 08:46:10,53202,1036.1787
2019-05-13 08:46:10,53303,1036.1765
2019-05-13 08:46:11,53402,1036.1792
2019-05-13 08:46:11,53502,1036.1775
2019-05-13 08:46:11,53603,1036.19
2019-05-13 08:46:11,53702,1036.1948
2019-05-13 08:46:11,53802,1036.1946
2019-05-13 08:46:11,53902,1036.1848
2019-05-13 08:46:11,54003,1036.1824
2019-05-13 08:46:11,54102,1036.1824
2019-05-13 08:46:11,54202,1036.1836
2019-05-13 08:46:11,54302,1036.1865
2019-05-13 08:46:12,54402,1036.1736
2019-05-13 08:46:12,54503,1036.1592
2019-05-13 08:46:12,54602,1036.1531
2019-05-13 08:46:12,54702,1036.1609
2019-05-13 08:46:12,54802,1036.1611
2019-05-13 08:46:12,54902,1036.1536
2019-05-13 08:46:12,55002,1036.1453
2019-05-13 08:46:12,55103,1036.1426
2019-05-13 08:46:12,55202,1036.1423
2019-05-13 08:46:12,55302,1036.1599
2019-05-13 08:46:13,55402,1036.1641
2019-05-13 08:46:13,55502,1036.1646
2019-05-13 08:46:13,55602,1036.1521
2019-05-13 08:46:13,55703,1036.1516
2019-05-13 08:46:13,55802,1036.1606
2019-05-13 08:46:13,55902,1036.1636
2019-05-13 08:46:13,56002,1036.1531
2019-05-13 08:46:13,56102,1036.1567
2019-05-13 08:46:13,56202,1036.1438
2019-05-13 08:46:13,56303,1036.146
2019-05-13 08:46:14,56402,1036.1431
2019-05-13 08:46:14,56502,1036.1484
2019-05-13 08:46:14,56602,1036.1304
2019-05-13 08:46:14,56703,1036.1335
2019-05-13 08:46:14,56802,1036.1301
2019-05-13 08:46:14,56902,1036.1433
2019-05-13 08:46:14,57002,1036.1555
2019-05-13 08:46:14,57103,1036.1506
2019-05-13 08:46:14,57202,1036.1465
2019-05-13 08:46:14,57302,1036.1521
2019-05-13 08:46:15,57402,1036.1499
2019-05-13 08:46:15,57502,1036.1562
2019-05-13 08:46:15,57602,1036.1523
2019-05-13 08:46:15,57702,1036.1526
2019-05-13 08:46:15,57802,1036.1445
2019-05-13 08:46:15,57903,1036.1494
2019-05-13 08:46:15,58002,1036.1526
2019-05-13 08:46:15,58102,1036.1526
2019-05-13 08:46:15,58202,1036.1533
2019-05-13 08:46:15,58303,1036.1443
2019-05-13 08:46:16,58402,1036.1426
2019-05-13 08:46:16,58502,1036.1462
2019-05-13 08:46:16,58602,1036.1558
2019-05-13 08:46:16,58702,1036.1643
2019-05-13 08:46:16,58802,1036.1731
2019-05-13 08:46:16,58903,1036.169
2019-05-13 08:46:16,59002,1036.1636
2019-05-13 08:46:16,59102,1036.1609
2019-05-13 08:46:16,59202,1036.1609
2019-05-13 08:46:16,59302,1036.1646
2019-05-13 08:46:17,59402,1036.1638
2019-05-13 08:46:17,59503,1036.1592
2019-05-13 08:46:17,59602,1036.1646
2019-05-13 08:46:17,59702,1036.165
2019-05-13 08:46:17,59802,1036.1653
2019-05-13 08:46:17,59902,1036.1602
2019-05-13 08:46:17,60003,1036.1602
2019-05-13 08:46:17,60102,1036.1589
2019-05-13 08:46:17,60202,1036.1504
2019-05-13 08:46:17,60303,1036.1653
2019-05-13 08:46:18,60402,1036.1653
2019-05-13 08:46:18,60502,1036.1594
2019-05-13 08:46:18,60603,1036.1477
2019-05-13 08:46:18,60702,1036.1482
2019-05-13 08:46:18,60803,1036.1555
2019-05-13 08:46:18,60902,1036.1511
2019-05-13 08:46:18,61002,1036.1548
2019-05-13 08:46:18,61102,1036.1543
2019-05-13 08:46:18,61203,1036.1575
2019-05-13 08:46:18,61318,1036.1575
2019-05-13 08:46:19,61402,1036.1633
2019-05-13 08:46:19,61503,1036.1611
2019-05-13 08:46:19,61602,1036.1636
2019-05-13 08:46:19,61703,1036.1636
2019-05-13 08:46:19,61804,1036.179
2019-05-13 08:46:19,61902,1036.1912
2019-05-13 08:46:19,62002,1036.2056
2019-05-13 08:46:19,62103,1036.2068
2019-05-13 08:46:19,62202,1036.2012
2019-05-13 08:46:19,62302,1036.1992
2019-05-13 08:46:20,62402,1036.197
2019-05-13 08:46:20,62502,1036.2075
2019-05-13 08:46:20,62603,1036.2031
2019-05-13 08:46:20,62702,1036.2051
2019-05-13 08:46:20,62802,1036.2065
2019-05-13 08:46:20,62902,1036.2114
2019-05-13 08:46:20,63003,1036.2097
2019-05-13 08:46:20,63102,1036.2043
2019-05-13 08:46:20,63202,1036.2043
2019-05-13 08:46:20,63302,1036.1926
2019-05-13 08:46:21,63403,1036.1792
2019-05-13 08:46:21,63502,1036.1787
2019-05-13 08:46:21,63602,1036.175
2019-05-13 08:46:21,63702,1036.1799
